1,【1】青き大空に 今、勝利の華を 輝くその翼で 示せよ京田 【2】オイ! オイ! 京田! オイ! オイ! そーれ!,https://www.dropbox.com/s/na74nt94xo5y6uu/%E4%BA%AC%E7%94%B0%E9%99%BD%E5%A4%AA.mp3?dl=1,1,2020/2/13 13:08,2020/2/13 13:08,1,1
2,球は伸びゆく永遠に 頂きへ 更なる高み 行け周平,https://www.dropbox.com/s/aze0azrsiqrt92v/%E9%AB%98%E6%A9%8B%E5%91%A8%E5%B9%B3.mp3?dl=1,3,2020/2/13 13:57,2020/2/13 13:57,2,1
3,勝利のアーチをかけろ スピード生かして攻めろ 我らの想いのせて 輝く明日へ,https://www.dropbox.com/s/cuorw4ibnjq91zy/%E8%97%A4%E4%BA%95%E6%B7%B3%E5%BF%97.mp3?dl=1,4,2020/2/13 14:00,2020/2/13 14:00,3,1
4,鍛えた技で 魅せろ力の限り 新たな時代へと 今スタート,https://www.dropbox.com/s/jl75fimep4fhs3y/%E9%98%BF%E9%83%A8%E5%AF%BF%E6%A8%B9.mp3?dl=1,5,2020/2/13 14:00,2020/2/13 14:00,4,1
5,チームを勝利へ誘え 全力プレーで Let's go 平田 行こうぜ 歓喜の瞬間へと,https://www.dropbox.com/s/svbevjx1saavicz/%E5%B9%B3%E7%94%B0%E8%89%AF%E4%BB%8B.mp3?dl=1,6,2020/2/13 14:02,2020/2/13 14:02,5,1
6,【前奏：オーオオー…】覇道極める男 今だ魅せてやれ根尾昂 その名響かせて いざ終わりなき道をゆく,https://www.dropbox.com/s/cq2qfaefnieulf1/%E6%A0%B9%E5%B0%BE%E6%98%82.mp3?dl=1,7,2020/2/13 14:04,2020/2/13 14:04,6,1
7,飛び出せ大島 疾風のごとく その手でチャンスを 切り開け,https://www.dropbox.com/s/bzurtzwdorvqwjm/%E5%A4%A7%E5%B3%B6%E6%B4%8B%E5%B9%B3.mp3?dl=1,8,2020/2/13 14:05,2020/2/13 14:05,7,1
8,【前奏：輝きを放て 遠藤一星】そのプレーで セ界一世風靡しろ 燦爛と今輝く 一番星よ,https://www.dropbox.com/s/1n8h39697m6psd1/%E9%81%A0%E8%97%A4%E4%B8%80%E6%98%9F.mp3?dl=1,23,2020/2/13 14:06,2020/2/13 14:06,8,1
9,強肩武器に 強気で攻めろ 息吹け 大野奨太,https://www.dropbox.com/s/cjnyjrzgh4g28ui/%E5%A4%A7%E9%87%8E%E5%A5%A8%E5%A4%AA.mp3?dl=1,27,2020/2/13 14:06,2020/2/13 14:06,9,1
10,強く逞しい 頼れるナイスガイ 巧みなその一振りで 栄光へ進め,https://www.dropbox.com/s/3t70ndaakx97kpi/%E3%82%BD%E3%82%A4%E3%83%AD%E3%83%BB%E3%82%A2%E3%83%AB%E3%83%A2%E3%83%B3%E3%83%86.mp3?dl=1,42,2020/2/13 14:07,2020/2/13 14:07,10,1
11,闘志を燃やせ 気迫で守り抜け 勝利の歓声 受けて羽ばたけ,https://www.dropbox.com/s/44r2pe24gmdo5oz/%E5%8A%A0%E8%97%A4%E5%8C%A0%E9%A6%AC.mp3?dl=1,52,2020/2/14 14:07,2020/2/14 14:07,11,1
12,雄々しく構えた その姿 迷いなく振れ 福田永将,https://www.dropbox.com/s/x7l3uvt4mvjls4w/%E7%A6%8F%E7%94%B0%E6%B0%B8%E5%B0%86.mp3?dl=1,55,2020/2/13 14:09,2020/2/13 14:09,12,1
13,勇敢に立ち向かえ 一打にかける想い 魅せろ 放て 頼むぞ直倫,https://www.dropbox.com/s/mvsnk5k6tu3yxh8/%E5%A0%82%E4%B8%8A%E7%9B%B4%E5%80%AB.mp3?dl=1,63,2020/2/13 14:10,2020/2/13 14:10,13,1
14,期待を背に受けて 飛ばせ遠く 今放つアーチ 世界を翔けろ,https://www.dropbox.com/s/vshrsuqynl4e9tu/%E3%83%80%E3%83%A4%E3%83%B3%E3%83%BB%E3%83%93%E3%82%B7%E3%82%A8%E3%83%89.mp3?dl=1,66,2020/2/13 14:10,2020/2/13 14:10,14,1
15,遥か連なり 愛織り成す光 栄光へと導け その強肩で,https://www.dropbox.com/s/mjcuysnb28prdk1/%E6%A1%82%E4%BE%9D%E5%A4%AE%E5%88%A9.mp3?dl=1,68,2020/2/13 14:11,2020/2/13 14:11,15,1
16,好守に巧打 結果を見せつけて 輝く道を 駆け抜けろ尚輝,,29,,,16,2
17,遠く強く飛ばせ 振り抜け 走り出せ 飛び込め つかみ取れ 魅せる男 陽岱鋼,,2,,,17,2
18,吠えろ中島 不屈の戦士 狙い定め 叩け 振り抜け さあ勝利の雄叫びだ,,5,,,18,2
19,"【前奏：オオオ… オー燃えろ】
誰よりも強く勇ましく オオオ… お前が立つその場所は熱気の渦が巻く 坂本 炎となれ",,6,,,19,2
20,誰より強く さらなる高みへ この大歓声が 君の味方だ さあ我らと行こう 丸佳浩,,8,,,20,2
21,どこまでも駆け抜けろ 地平の彼方目指し 亀井ガムシャラに 追い続けろ,,9,,,21,2
22,今魅せろ強肩を 扇の要 夢バットに託し 戦え小林,,22,,,22,2
23,"【前奏：歴史を築け 岡本和真】
夢あふれるフィールド その名刻め岡本 スタンド湧かす 永遠のアーチ",,25,,,23,2
24,背中で語る 漢の生き様 恐れずに突き進み 輝け銀仁朗,,27,,,24,2
25,豪快スイングで お前が打線の起爆剤 我等の導火線に 火をつけてくれ慎吾,,36,,,25,2
26,立ち向かえ 羽ばたけ 夢と希望握りしめ バットで脚でGO! GO! GO! かき回せ,,39,,,26,2
27,風をその背に受け 駆け抜けろ重信 突撃進撃 疾風迅雷,,43,,,27,2
28,鋭いまなざし 満ちあふれる男気 魅せろパワー フルスイング ぶち込め大城,,24,,,28,2
29,ボールに乗せた 僕らの希望 俊太が打ち高く高く 未来描く,,51,,,29,2
30,授かりしその力で 描いた景色は 横浜で輝く おのれの勇姿,,0,,,30,3
31,今だクワ喰らいつけ 燃えろガッツマン 突っ走れどこまでも 勝利を呼ぶ男,,1,,,31,3
32,勝負がかかる しびれる瞬間 流れを我らに アニモ ロペス,,2,,,32,3
33,新たな歴史に その名を刻め 梶谷隆幸 蒼い韋駄天,,3,,,33,3
34,かっとばせ 見せろ男意気 さあ打つぞ 勝利へ導け,,5,,,34,3
35,琉球の波に乗って 潮風を背に受け 冴えわたる神業 オー島人の星,,8,,,35,3
36,敵はすぐ目の前だ 大いなる闘志燃やせ 響け和の魂 輝ける未来へ,,9,,,36,3
37,奮い立て横浜の大黒柱よ さぁ打て飛ばせ 勝利への 扉を開け,,10,,,37,3
38,歓喜の瞬間を その手で創るため 高鳴る胸に秘められた 覚悟を示す時,,29,,,38,3
39,狙い澄ましたミートと 巧みなグラブ捌きは 努力というかけらの 結晶の証だ,,31,,,39,3
40,Oh 横浜の誇り 胸に抱いて 道を切り開けニコ,,33,,,40,3
41,夢見た舞台で 秘めたその力 花を咲かせよう 星つなぐストーリー,,37,,,41,3
42,積み上げたものを今 プレーで示せ 横浜の守り神 嶺井博希,,39,,,42,3
43,栄冠掴むその日まで 恐れず飛び込めベースへ 君の熱き血潮で 燃えろ! 雄洋!,,42,,,43,3
44,さぁ振り抜け宮﨑 気迫あふれるパワーで 夢描け鮮やかに 空高く,,51,,,44,3
45,Going on ソト! Touch'em all ソト! 君は嵐のカリビアン 見せつけてやれ パワフルスイング,,99,,,45,3
46,Oh! Oh! 博紀 上本博紀 猛虎の嵐よ今こそ 吹き荒れろ,,00,,,46,4
47,熱き心 乗せたスイング 行くぞ木浪 勝利目指せ,,0,,,47,4
48,この道の先には 虎の希望がある 今こそ進めよ 燃えろ北條,,2,,,48,4
49,悠然と振り構えたバットに 我らの夢を乗せて スタンドへはじき返せ 栄光つかむその日まで,,3,,,49,4
50,切り拓け 勝利への道 打てグラウンド駆けろ 燃えろ近本,,5,,,50,4
51,"【前奏：輝く栄冠 突き進めこの道】
鋭いまなざし 猛虎の魂 力の限り 戦え糸井",,7,,,51,4
52,唸るスイング 切り裂くアーチ ほえろ孝介 勝負を決めろ,,8,,,52,4
53,行くぞ白球乗せて 切り拓け 魅せろ高山熱き 猛虎魂,,9,,,53,4
54,狙いを定め 強気で攻めろ お前の時代を築け さぁぶちかませ,,12,,,54,4
55,迫る速球に 魂で応えろ 打球をはるか彼方へ 飛ばせ江越,,25,,,55,4
56,力の限り 魅せろよマルテ 打てよ遥か遠く Let’s Go Let’s Go マルテ,,31,,,56,4
57,"【A】誰にも劣らぬ ハートの強い男 我武者羅に走り抜け 果敢な戦士
【B】凛々しく 泥臭く 斬り込め全力で 気力込めて 今ここで 燃えさかれ",,33,,,57,4
58,豪快なパワーで 魅せろ ジャスティン・ボーア 飛ばせ遥か遠く 勝利の為に,,41,,,58,4
59,気迫のスイング 燃えろよ梅野 どでかいアーチ 勝利への一撃,,44,,,59,4
60,日々の努力を積み重ね 今迎えるこの舞台 歓喜呼び込むその姿 隼太の独壇場,,51,,,60,4
61,打て飛ばせジェリー 力強い一打 レフトへライトへ ホームランジェリー,,52,,,61,4
62,スタンド目指し描く 放物線 逆風切り裂くパワー 行くぞ勝利へ,,55,,,62,4
63,"【前奏：ラーラララー…】
天高く 打ち込め中谷 いざ大空に アーチ描け",,60,,,63,4
64,俊足巧打の 走る稲妻 さあ行け俊介 今駆け抜けろ,,68,,,64,4
65,ここに立つ為に 鍛え抜いた日々よ 原口のすべて 魅せろ奮わせろ,,94,,,65,4
66,誠の道進み チームに流れを呼べ 荒川から架けろ 夢の赤い橋,,1,,,66,5
67,赤く燃え上がる 夢見たこの世界で 研ぎ澄ませそのセンス 打てよ広輔,,2,,,67,5
68,"【前奏：小窪のこ(こ!) 小窪のく(く!) 小窪のぼ(ぼ!)】
鋭く引っ張って 華麗に流し打ち 基本はセンター返し それが小窪哲也",,4,,,68,5
69,前だけを見据えて 新たなステージで 強靭な敵に今 立ち向かえ長野,,5,,,69,5
70,新しい時代に 今手を伸ばせ 終わらぬ夢の先に 導いてくれ,,6,,,70,5
71,光り輝く その道を 翔けぬけて魅せろ 堂林SHOW TIME!,,7,,,71,5
72,いざ大空へ翔ばたけ 熱い想い乗せ 勝利へ導く一打 決めろよ翼,,27,,,72,5
73,南の夜空に赤く 輝くいちばん星 広島に優勝を運ぶ 石原慶幸,,31,,,73,5
74,"【前奏：始まりの鐘が鳴る 広島伝説】
光を追い越して メーター振りきり駆け抜けろ 止まらないぜ 韋駄天菊池",,33,,,74,5
75,鋭い打球飛ばせ 自慢の俊足魅せろ 赤い流星のように 走れ峻祥,,37,,,75,5
76,闘志を燃やし 鋭く振り抜け さあかっとばせ さあ打ちまくれ 我等の松山,,55,,,76,5
77,気高きその勇姿 比ぶ者は無いさ 我等に希望の光 見せてくれ,,63,,,77,5
78,見せろ勝利へと誘う 熱いプレー 放て気持ち込めて 恵まれしセンスで,,00,,,78,6
79,数々の試練を 忍ぶる心が 輝きへと我ら導く 礎となれ,,0,,,79,6
80,"【前奏：山田哲人! 山田哲人! 夢へと続く道】
スタンド越えて打球は 遥かな夢へと続く 行け山田 新たな時代を",,1,,,80,6
81,道を切り開くため 迷わず立ち向かう 光り輝く未来目指し 今踏み出せ,,3,,,81,6
82,バットに夢をのせ 放つその打球で ツバメを勝利へ 導け慎吾,,5,,,82,6
83,鋼の如く 強き覚悟 己の真髄を 極め続けろ,,8,,,83,6
84,宿す魂 その剣に乗せ 風を切り裂き 鮮やかに駆ける,,9,,,84,6
85,君の熱い思いと スタンドの期待を乗せた 打球が描く軌道は 夢への懸け橋,,10,,,85,6
86,"【前奏：ここで勝利を呼べ 行くぞ青木宣親】
皆と共に 描いた未来を掴むため 愛すチームで 更なる伝説築け",,23,,,86,6
87,君の力が 希望もたらす 勝利へ向かって 放て明央,,30,,,87,6
88,光求め駆け抜ける その誇り胸に 頂を目指し進めよ 山崎晃大朗,,31,,,88,6
89,大空へと願い込めて その翼広げ 蒼き丘に立つ勇姿よ 大志抱け,,36,,,89,6
90,我らの想い背に受け 貫けフルスイング 君の努力の結晶 今咲き誇れ,,41,,,90,6
91,不屈の魂で 再び挑み 新たな歴史を刻め 魅せろ坂口,,42,,,91,6
92,新たな場所で 今甦れ 嶋が培ってきた 底力,,45,,,92,6
93,勝利を信じる声が こだまするこの地で 今光る君の一打 快音を響かせて,,46,,,93,6
94,期待背負い今 シャープに放てよ上田 風を切り走れ 歓喜の輪の中へ,,50,,,94,6
95,君が受けるその球に 込められし思い 皆が夢見続けてきた 歓喜の時さ,,52,,,95,6
96,"【前奏：闘志あふれる一打 今こそ放てよ】
選ばれし猛者集う地で 強く咲く大輪 肥後より携えし力 今こそ解き放て",,55,,,96,6
97,磨き上げた技と その熱いハートで 我らを導けいざ 勝利の道へと,,63,,,97,6
98,勝利に向かって 進め今こそ 生み出せチャンスを いざ栗山,,1,,,98,7
99,魅せろ岡田 打ちまくれプライドかけて熱くなれ 敵を蹴散らせ 薙ぎ倒せ度胸魅せろ岡田,,2,,,99,7
100,山川穂高ここで一発 高らかにアーチ描こうぜ 皆の願いバットにのせて 飛ばせ遥か彼方まで,,3,,,100,7
101,駆け上がれ 夢の舞台へ 無我夢中に 走れ早く みてみたいな 夢中になれる君 いくぞ前進 その先へと,,5,,,101,7
102,"【前奏：この場所で 輝け 魅せろ壮亮】
泥にまみれて 培った 今ここで魅せろ 源田の力",,6,,,102,7
103,"ラーラララー ラーラララーラー ラーラララー ラーララー
走れ金子 さあ一歩踏み出して その瞬間を掴め",,7,,,103,7
104,心に秘めた想いを フルスイングでぶちかませ 継続は力になるから 自分を信じて突っ走れ,,9,,,104,7
105,無限に昇る 華を此処で咲かせろ 日本を背負う侍 戦いの時だ,,10,,,105,7
106,バットに込めた気持ち 打ち放てよ その願いは大空へ 永江恭平,,32,,,106,7
107,速球貫け 打て進め ギアを上げて 加速しろ 魅せろ熊代,,58,,,107,7
108,その胸を焦がす 炎のままに 気迫で打ち抜くんだ バックスクリーン,,60,,,108,7
109,"エルネストメヒア ホームランキング ララララララー
エルネストメヒア ホームランキング ララララララー
エルネストメヒア ラーラーララーラーラ エルネストメヒア ララララー
エルネストメヒア ラーラーララーラーラ エルネストメヒア ララララー",,99,,,109,7
110,風の如く駆け抜け グラブ捌き魅せるぜ 快音を響かせ バットも魅せるぜ,,00,,,110,8
111,今だ目の覚める一打を スタンドにぶち込め 振り抜いた打球は 空に突き刺さる,,0,,,111,8
112,右に左に捌け コースを絞って 狙い澄まし 内川打て,,1,,,112,8
113,逞しく いざ立ち上がれ 思い切り振り 打て川島,,99,,,113,8
114,沸き立つスタンドの 期待に応えて燃えてやれ 振りぬくその腕に 闘志を注ぎ込め,,3,,,114,8
115,生まれ持つセンス 風を切り走れ 空高く飛ばせ 柔らかなリストで,,6,,,115,8
116,新たな扉を 今から開け 愛する男さ 中村晃,,7,,,116,8
117,ドームに響く 声を受けて 今だ明石 振り抜け,,8,,,117,8
118,光のような足と 突き刺すようなスロー いざ一振り決めて 輝け柳田,,9,,,118,8
119,敵を打ち砕け 魅せろ男の心意気,,12,,,119,8
120,巡ったチャンスを その手で掴みとれ 拓也今ここで 見せてやれ,,19,,,120,8
121,巧みな守備走塁 未知のパワー秘め 西田哲朗が 旋風を巻き起こす,,22,,,121,8
122,たゆまぬ努力で さぁ時代を築け 志ひとつに 行けスピードソルジャー,,23,,,122,8
123,走れ長谷川 打てよ長谷川 遥か思いで栄光奪え,,24,,,123,8
124,試合決める一打 高く遠く飛ばせ 空の彼方描くアーチ 放てグラシアル,,27,,,124,8
125,溢れる闘志を さあ見せてやれ 鮮烈な打球を 打ち飛ばせ,,31,,,125,8
126,熱く燃える姿 見せろよ男の 意地とプライドをかけて フィールドで羽ばたけ,,33,,,126,8
127,みなぎるそのエナジー 轟け地の果てまで 縦横無尽に駆け抜け 男になれ,,36,,,127,8
128,狙いを定めて バットを振り抜き 勝負を勝ち取り それ行けよ堀内,,39,,,128,8
129,強く振り抜け そのバットで 遥か彼方の空へ 飛ばせ健太,,45,,,129,8
130,叩けボールをミートで 広く打ち分け遠くへ スピード生かして 目指せホームベースを,,51,,,130,8
131,果てしない弾道 空へ放ち 敵砕け勝利呼べ デスパイネ,,54,,,131,8
132,腕突き上げボールを 飛ばせ我らの大砲 その不屈の精神 野村大樹よ輝け,,55,,,132,8
133,風を切り裂く 快速飛ばせ 今ここで水谷 光り瞬け,,59,,,133,8
134,GO! 駆けろその足で GO! 投げろその肩で 豪 バットで 決めろ今宵の勝利,,60,,,134,8
135,夜空に羽ばたいた 未来の三冠王 高く遠く空に輝く星になれ,,64,,,135,8
136,夢と希望をその胸に 未知のパワーで突き進め 強く振り抜け九鬼龍平 空に羽ばたけ,,65,,,136,8
137,今だ一振り強いスイング 狙い定めて打ち ホームベース目指して 三森よ駆け抜けろ,,68,,,137,8
138,【前奏：スタンドへ叩き込め 浅村】燃え上がれ ここで燃え上がれ 浅村打て 浅村打て 叩き込め,,3,,,138,9
139,オオー… レッツゴーオコエ　オオー… レッツゴーオコエ(ルイルイ!)　オオー… レッツゴーオコエ　打てオコエ瑠偉,,4,,,139,9
140,茂木栄五郎 茂木栄五郎 勝利に向かってフルスイング,,5,,,140,9
141,勝利を信じて ひたむきに進め 終わり無き道を今 駆け抜けろ藤田,,6,,,141,9
142,大地 勝利のために 熱い気持ち込めて東北の夢を 背負い戦うヒーロー,,7,,,142,9
143,GO! GO! 和基 GO! GO! 和基 和基 田中和基 GO! GO! 和基,,25,,,143,9
144,進め! 真っ直ぐに 栄光に向かって 風を切り裂いて走れ 我らの直人,,26,,,144,9
145,チャンスを掴め目指せ勝利 岡島豪郎 俊足・巧打・守り抜け 魂込めて オオオオオ オオオオオ オオオオオオオ オイ!,,27,,,145,9
146,夢乗せて 放て鋭い一打 打て! 銀次! 勝利のために,,33,,,146,9
147,ここで島内 勝利の一打 オオオ… オオオ…,,35,,,147,9
148,溢れるパワー 見せつけろ闘志 戦うのさ いざ逞しく ぶっ飛ばせさぁ ウィーラー,,40,,,148,9
149,その力と技で ボールを弾き返せ 足立祐一 遠くへ飛ばせ,,44,,,149,9
150,みんなが待ってるホームラン(JB!)　みんなが待ってるホームラン(JB!)　弾丸ライナー飛んでゆけ(JB!)　はるか遠く,,69,,,150,9
151,"ラララ… 駆け抜けろホームまで 荻野貴司
オイ! オイ! オイ! オイ! オイ! オイ! 打て荻野貴司!
ラララ… 駆け抜けろホームまで 荻野貴司",,0,,,151,10
152,Go! 清田清田 全力で飛ばせ Go! 清田清田 全力で走れ ラララ… 今こそ清田育宏 大空高く,,1,,,152,10
153,ララララ角中 ララララ角中 さあ戦え 角中 勝利へ導け 栄光の時を目指し,,3,,,153,10
154,ラララ… 行け 藤岡裕大 夢見たその先へ 勝利を呼ぶ一打 今放て,,4,,,154,10
155,"【前奏：奨吾 奨吾 中村奨吾 熱く燃えろよ 奨吾】
奨吾 奨吾 中村奨吾 魂込めた一打を魅せろオオ 奨吾 奨吾 中村奨吾 熱く燃えろよ 奨吾",,8,,,155,10
156,駆け抜けろ強く勝利を目指して 光を放つ 君の勇姿 加藤翔平 加藤翔平 飛びたて翔平 彼方まで,,10,,,156,10
157,"ラララ… 平沢大河 今日も俺達に勝利運べよ
ラララ… 平沢大河 今日も俺達に勝利運べよ
オイ! オイ! オイ! オイ! オイ! 飛ばせ平沢大河!",,13,,,157,10
158,"[1]ラララ… さぁ魅せろ男田村 ラララ…さぁ燃えろ男田村
[2](歌詞無し)",,22,,,158,10
159,オイ! 三木亮 未来へ続く扉 今開けろ,,23,,,159,10
160,オイ! 岡大海! 勝利を掴め,,25,,,160,10
161,ララララ吉田 ララララ吉田 ホームを守るんだ ララララ吉田 ララララ吉田 さあここで打て,,39,,,161,10
162,ラララ井上晴哉 ラララホームラン井上晴哉 打てよ今ここで ラララ…井上晴哉,,44,,,162,10
163,オイ! オイ! オイ! 闘魂たぎらせ 燃えろよ江村,,53,,,163,10
164,"オイ! オイ! オイ!
レッツゴー レアード オーオオー
レッツゴー レアード オーオオー",,54,,,164,10
165,"oh yeah 細谷圭 細谷圭 oh-oh
oh yeah 細谷圭 細谷圭 oh-oh",,59,,,165,10
166,"バモス マーティン ラララララ
レオネス マーティン ララララ",,79,,,166,10
167,グラウンドに 輝く一番星を その拳をあげて 掴め杉谷拳士,,2,,,167,11
168,"【前奏：最強王! 金牌王! オイ! オイ! 柏融大王! オイ! オイ! 最強王! 金牌王! 最強金牌 柏融大王!】
磨き上げてきた 力と技術で 強敵を打ち崩す 全壘打 柏融",,3,,,168,11
169,尽き果てぬ想い 一振りに託し 止めどなく闘う男 谷口雄也,,4,,,169,11
170,滾る想い胸に 全てぶつけろ 魅せろこの場所で 夢の続きを,,5,,,170,11
171,勝負決める一振り 血と汗の勲章 その手で夢掴め さぁ翔け中田,,6,,,171,11
172,今だ西川 遥かに続いた道を 走れ西川 輝くその日まで,,7,,,172,11
173,さぁ狙いを定め 遠く遠く飛ばせ 眩く光る時代 近藤 築き上げろ,,8,,,173,11
174,踏み出した姿に 最高の期待込めて 今、頂目指し進め 挑み勝て中島,,9,,,174,11
175,燃え盛れ清水 いざ打ち勝て 冴え渡るリード 未来へ導け,,10,,,175,11
176,剛の熱情は 鉄さえ溶かす 今開く歴史 進め光目指して,,12,,,176,11
177,描き出す 理想は久遠高く 鍛えし腕で 清宮打て,,21,,,177,11
178,攻守に輝き放つ 今日も星を掴み取れ 鶴岡慎也,,22,,,178,11
179,夢の欠片 信じた証が今 手を伸ばして さぁ掴め 輝く未来,,23,,,179,11
180,シャープに決めるバッティング 風斬るスピードと 敵を仕留める強肩で 勝ちへと繋げ,,26,,,180,11
181,鋭いスイングで 敵を倒せ いまだ見ぬ境地 一成突っ走れ,,38,,,181,11
182,フルスイングで 吹き込む勝利の風 放つ打球はスタンドへ 届くホームラン,,58,,,182,11
183,風斬り裂くユニフォーム MAX全開フル加速 豪脚足攻ブッチギリ 光速DASHの速男,,00,,,183,12
184,"【前奏：白崎! 白崎! 白崎! Wow!】
烈しく叩けストレート 巧く捌け変化球 如何なる球も的確に 仕留めてみせろ一振りで",,2,,,184,12
185,"【A】猛れ雄々しく行け 本能の侭に 気魄出してここで今見せろ 力振り絞れ
【ブリッジ】我武者羅に喰らいつけ
【B】上州男が張っ飛ばす! 了一! 了一! 張っ飛ばせー!",,3,,,185,12
186,"【1】動きまわる元気 誰にも負けない 明日へと続く道を拓け 前だけ見て
【2】怯まぬ精神 失わぬ気力 頑なに 貫き通せ",,5,,,186,12
187,胸の奥で熱く滾る 想い全て出し切れ 壮絶な争いに 勝ち残れ最後まで,,6,,,187,12
188,"【前奏：行け! 走れ! Go! 駿太】
容赦なく切り貫け 迫る敵を薙ぎ払え 上野の駿馬よ 走り続けろ",,8,,,188,12
189,"【前奏：君よ輝けとただ願う この想い いつまでも この詩に乗せて】
逞しく咲き誇る サンタンカの花の様に 強く熱く気概を以ち 行けよ 凜々しき強者",,9,,,189,12
190,"【A】力を求める限り 幾多の困難乗り越え 前人未到の境地 辿り着く男の名は
【B】オイ! オイ! オイ! オイ! オイ! それ正尚! オー オイ! それかっ飛ばせ",,34,,,190,12
191,"【A】健矢 揺るぎなき決意 底知れぬ覇気が力と成る 果てなき その念いが 笑顔の輪をつくる
【B】捕み取れ その努力で",,37,,,191,12
192,心磨き技を鍛え 凌ぎを交わした その努力糧にして 気高く咲きゆけ,,38,,,192,12
193,行くぞユーマー ホームラン Vを目指して それ行けユーマー,,44,,,193,12
194,類い稀なる脚で フィールド走り抜け 奪い取れ さぁ行け 疾風になれ,,50,,,194,12
195,T! HOMERUN KING T! T! T.rex 遠く 遠く 派手に飛ばせ ナニワの轟砲,,55,,,195,12
196,土埃に塗れ ホーム守り抜く男 マスク取りいざ勝負 痛打浴びせたれ,,62,,,196,12
197,混沌する戦場で 狼煙を上げる 目の覚める弾道 敵を怯ませる,,99,,,197,12